theta,n_sub,ds_est,ds_r2,vstar_est,vstar_r2
0.0,175,1.6685151900115032,0.999063377023086,0.5114256224865235,0.9364259790080146
0.25,175,1.6465370926027665,0.9974977432887682,0.5107809163716848,0.9388952535663869
0.5,175,1.5379013606812648,0.9931472469165359,0.5247683363281309,0.9467953192058094
0.75,175,1.2824096989817797,0.9873314281231755,0.5448861615083597,0.9587582513142812
1.0,175,0.8029177814330364,0.9889371393246513,0.5512411376022895,0.9650166396038649
