level,r_estimate,r_used,n_effective,L_psd_ok,L_min_eig,L_max_eig,semigroup_err_inf,K_t_positivity_ok,P_t_rowsum_inf_err,P_t_nonneg_ok,rho_trace,rho_psd_ok,rho_min_eig,sigma_psd_ok,sigma_trace
4,1.429165249499555,0.6666666666666666,332,True,0.002286885843008368,13.235259974545222,3.007863625087539e-15,True,5.995204332975845e-15,True,1.0,True,-7.536182126246697e-17,True,0.0035205830619712175
