u_in,k_est,k_SR,rel_err_k,gamma_est,gamma_SR,rel_err_gamma,u_est_from_k,abs_err_u
0.2,1.2144957801491114,1.224744871391589,-0.008368347957099176,1.018941374870865,1.0206207261596576,-0.001645421502570965,0.19191919191919152,-0.008080808080808494
0.6,1.0,2.0,-0.5,1.0,1.25,-0.19999999999999996,0.0,-0.6
