kind,u_in,k_est,k_SR,rel_err_k,gamma_est,gamma_SR,rel_err_gamma,u_est_from_k,abs_err_u
chain,0.2,1.1474609652039007,1.224744871391589,-0.0631020451629865,1.0094751529325454,1.0206207261596576,-0.0109203869189,0.1366906474820147,-0.0633093525179852
chain,0.4,1.5220600075774502,1.5275252316519468,-0.0035778290016107,1.0895321636975273,1.0910894511799618,-0.0014272775534127,0.3969849246231158,-0.0030150753768842
chain,0.6,1.0,2.0,-0.5,1.0,1.25,-0.1999999999999999,0.0,-0.6
