u_in,k_est,k_SR,rel_err_k,gamma_est,gamma_SR,rel_err_gamma,u_est_from_k,abs_err_u
0.2,1.151086443322133,1.224744871391589,-0.0601418546752215,1.0099154644241362,1.0206207261596576,-0.0104889715259876,0.1397849462365584,-0.0602150537634415
0.4,1.5275252316519468,1.5275252316519468,0.0,1.091089451179962,1.0910894511799618,2.220446049250313e-16,0.4,0.0
0.6,1.0,2.0,-0.5,1.0,1.25,-0.1999999999999999,0.0,-0.6
